org_uuid, founder_uuid
00099fdbcd5c4e2ba35afaa1b4efedef,d913b854734b140733b35e7cad5abd58
000a321e5e08d553b65e60548f4b76bd,9a87c629dda31cfe4f3862c9d5e4fd6d
000a321e5e08d553b65e60548f4b76bd,a609bd64d7906afd24a5eb80fd83eef0
000ad7a8b868f3015f002a3361288fc9,00082be14c28c41f614792d0e12629c8
000ad7a8b868f3015f002a3361288fc9,b3d1a63e5c1519f534ea01495cb3ea43
000ad7a8b868f3015f002a3361288fc9,e64f84e692c8c9330f2ae7877ae7e839
