acquirer_uuid,acquiree_uuid,price,price_currency_code,price_usd,payment_type,acquisition_type,acquisition_status,disposition_of_acquired,announced_on,announced_on_trust_code,completed_on
0b1c9e9236bf0d1be948054d1e83f475,ef1c93d8f19c45094ca589c560e73489,[Organization: GitHub],None,USD,None,None,None,None,None,2014-01-09 00:00:00,7,None
3dd4e4338787ef267423da3d600f3968,25e99cde32085165220acbaeeafbd2ba,[Organization: GitHub],None,USD,None,None,None,None,None,2011-12-05 00:00:00,7,None
